date,unemployment_rate,inflation_rate,gdp_growth,twitter_sentiment,google_trends_index,avg_temperature,stock_index_close,mobility_change,covid_cases
1/1/2020,4.78,1.16,2.07,0.095,51.9,13.6,1991.77,-5.88,0
2/1/2020,5.29,1.25,2.08,0.03,52,12.7,2002.63,-3.58,0
3/1/2020,5,1.1,1.54,-0.183,51.7,17.2,2008.3,0.05,0
4/1/2020,5.03,1.06,1.83,-0.067,51.8,16.9,2017.35,-2.18,0
5/1/2020,5.18,1.05,1.93,0.139,51.8,18,2010.28,2.69,0
6/1/2020,5.09,0.81,2.3,0.096,51.9,14.1,2013.45,-0.64,0
7/1/2020,5.24,1.12,1.8,0.236,51.9,19.9,2011.15,-0.97,0
8/1/2020,5.12,1.06,2.22,0.24,51.7,12.9,1990.42,-0.96,0
9/1/2020,4.95,1.09,1.98,0.047,51.8,18,2006.11,-0.3,0
10/1/2020,5.15,0.98,1.92,0.342,51.8,12.9,2011,-1.26,0
11/1/2020,4.86,1.01,2.05,0.104,51.8,15.3,1992.95,-2.55,0
12/1/2020,5.12,1.01,1.85,0.015,51.9,20.2,1996.72,2.97,0
13/1/2020,5.1,1.15,1.84,0.057,51.9,18.9,1994.49,-1.87,0
14/1/2020,5.07,1.01,1.46,-0.096,52.1,16.3,2010.25,-1.15,0
15/1/2020,5.09,1.26,1.89,0.3,52.1,16.5,2001.83,1.29,0
16/1/2020,4.75,1.09,1.82,0.308,52.1,17.9,1999.31,0.96,0
17/1/2020,5.03,0.92,1.8,0.055,52.1,18.9,1989.71,-2.68,0
18/1/2020,5.16,1.04,2.08,0.143,52.1,20.6,2001.85,2.26,0
19/1/2020,5.18,0.99,2.15,0.184,52.2,17.3,1996.85,1.61,0
20/1/2020,4.96,0.83,2.02,0.086,52.1,15.2,2004.96,0.53,0
21/1/2020,5.42,1.21,2.25,0.015,52.1,18.9,1991.1,-1.29,0
22/1/2020,5,1.12,2.12,0.177,52.2,17.8,2004.31,-1.22,0
23/1/2020,5.38,1.1,1.86,0.174,52.2,16.3,1998.14,-0.61,0
24/1/2020,5.28,1.07,1.8,0.175,52.3,19.6,1990.04,-3.7,0
25/1/2020,5.07,0.91,2.03,0.243,52.3,18.7,1989.26,-0.12,0
26/1/2020,5.56,1,2.11,0.37,52.4,19.9,1990.77,2.68,0
27/1/2020,4.98,1.13,2.35,0.204,52.4,17.7,2000.47,2.63,0
28/1/2020,5.41,0.95,2.29,0.257,52.3,20.6,2003.75,-1.14,0
29/1/2020,5.43,0.8,1.77,0.319,52.3,17.2,2005.24,3.19,0
30/1/2020,5.11,1.03,1.9,0.308,52.1,18.3,2005.62,5.72,0
31/1/2020,5.53,1.04,2.12,0.196,52.1,19.6,1994.96,-0.95,0
1/2/2020,5.2,1.06,2.24,0.272,52.1,23.7,2013.13,2.07,0
2/2/2020,5.32,1.12,2.2,0.322,52.3,21.9,1998.12,-6.79,0
3/2/2020,5.32,1.11,1.9,0.159,52.3,22.7,2007.05,-3.77,0
4/2/2020,5.25,1.08,1.54,0.403,52.4,23.5,2000.91,0.27,0
5/2/2020,5.45,1.17,1.61,0.423,52.5,28,2006.31,-3.02,0
6/2/2020,5.45,0.9,1.99,0.211,52.4,21,2000.41,6.12,0
7/2/2020,4.95,1.1,2.01,0.306,52.4,23.9,2006.49,1.79,0
8/2/2020,5.56,1.11,1.57,0.354,52.6,23.2,2002.48,2.9,0
9/2/2020,4.98,0.93,1.91,0.238,52.6,23.3,2010.69,-0.09,0
10/2/2020,5.52,0.9,2.09,0.343,52.7,25,1994.37,-3.01,0
11/2/2020,5.55,0.98,1.55,0.312,52.8,20.8,1984.86,-1.56,0
12/2/2020,5.11,0.99,2.23,0.151,52.7,20.7,1992.83,0.76,0
13/2/2020,5.25,1.13,1.78,0.345,52.7,22.5,2013.25,-1.91,0
14/2/2020,5.12,0.99,2.27,0.19,52.7,21.6,2001.02,2.01,0
15/2/2020,5.31,0.97,1.73,0.394,52.8,22.8,2003.48,2.13,0
16/2/2020,5.29,0.99,1.58,0.233,52.7,25.4,1992.03,0.01,0
17/2/2020,5.52,1.16,1.74,0.284,52.6,21.4,2003.22,-5.48,0
18/2/2020,5.63,1.05,1.85,0.436,52.5,21.9,1992.34,5.14,0
19/2/2020,5.65,1.03,1.76,0.348,52.5,22.9,1993.81,-0.64,0
20/2/2020,5.27,1.04,1.81,0.189,52.6,22.2,1998.55,8.13,0
21/2/2020,5.34,1.18,1.97,0.193,52.8,19,2007.02,1.96,0
22/2/2020,5.05,0.98,1.82,0.233,53,21.7,2008.09,-0.63,0
23/2/2020,5.23,1.18,1.85,0.33,53.1,24.4,2008.36,1.34,0
24/2/2020,5.59,1.07,1.35,0.324,53,26,1986.69,-6.06,0
25/2/2020,5.73,1.04,1.98,0.2,52.9,20.9,2002.51,3.08,0
26/2/2020,5.16,1.3,1.83,0.164,52.9,21,2000.61,7.7,0
27/2/2020,5.3,0.95,2.34,0.306,52.9,23.5,1987.26,-6.27,0
28/2/2020,5.41,1.02,1.57,0.255,52.9,19.3,2002.74,-0.86,0
29/2/2020,5.48,0.93,1.31,0.485,53,22.7,2000.08,-0.32,0
1/3/2020,5.27,1.15,2.04,0.268,53.1,20.2,2007.7,-17.37,113
2/3/2020,5.52,1.22,1.95,0.441,53.2,26.5,2003.4,-13.68,119
3/3/2020,5.34,1.22,1.54,0.137,53.1,22.3,1997.09,-18.85,133
4/3/2020,5.44,1.17,1.39,0.091,53.2,27.2,2011.85,-13.57,79
5/3/2020,5.56,1.03,2.3,0.13,53.1,26.2,1980.38,-19.49,97
6/3/2020,5.45,1.02,2.27,0.355,53,22.8,2001.95,-18.65,135
7/3/2020,5.37,0.88,1.09,0.405,53.1,22,1984.96,-19.02,106
8/3/2020,5.44,1.26,1.7,0.144,53.2,23.8,1993.47,-16.34,120
9/3/2020,5.44,1.1,2.33,0.17,53.2,24.1,2007.84,-21.27,128
10/3/2020,5.39,1,1.69,0.091,53.2,25,1989.85,-17.55,107
11/3/2020,5.42,1.18,1.68,0.02,53.3,22.8,1988.36,-23.69,128
12/3/2020,5.79,0.95,1.74,0.265,53.3,25.9,2026.42,-20.85,156
13/3/2020,5.58,1.09,1.49,0.207,53.2,25,1989.01,-21.91,155
14/3/2020,5.42,1.03,1.31,0.178,53,23.9,2019.11,-19.74,165
15/3/2020,5.62,1.12,2.14,0.028,53,23.2,2000.88,-20.95,164
16/3/2020,5.41,1.05,1.27,0.324,53,24.3,1997.36,-16.6,154
17/3/2020,5.72,0.91,1.89,0.1,53,23.1,2008.27,-22.64,154
18/3/2020,5.56,1.06,2.08,0.195,53.1,24.9,2015.97,-25.19,153
19/3/2020,5.47,1.16,1.38,-0.013,53.1,24.9,1991.15,-24.07,137
20/3/2020,5.58,1.05,1.53,0.104,53.1,25.3,1997.51,-17.02,129
21/3/2020,5.18,1.13,2.17,0.143,53.1,28.4,2011.08,-22.91,136
22/3/2020,5.27,0.95,1.97,0.137,53.3,24.6,2005.49,-18.81,143
23/3/2020,5.25,1.05,1.62,0.11,53.3,26.9,2013.63,-20.88,136
24/3/2020,5.52,0.99,2.16,0.134,53.5,25.4,2007.77,-17.53,157
25/3/2020,5.84,1.13,2.16,-0.038,53.6,24.5,2020.7,-20.69,152
26/3/2020,5.94,1.06,1.88,0.084,53.6,24.7,2004.4,-11.71,153
27/3/2020,5.63,1.12,1.53,0.066,53.5,24.9,2004.84,-14.31,152
28/3/2020,5.6,1.16,1.67,0.067,53.3,25.5,2005.84,-20.95,167
29/3/2020,5.14,1.12,1.88,0.041,53.2,23.1,2001.2,-21.36,141
30/3/2020,5.39,1.08,1.74,-0.104,53.1,22.1,2011.1,-10.6,159
31/3/2020,5.34,0.95,2.07,-0.118,53.2,26.3,2005,-23.24,147
1/4/2020,5.38,1.05,1.33,-0.218,53.1,26.8,2010.51,-20.17,156
2/4/2020,5.47,1,1.34,0.075,53.1,26.5,2012.07,-19.93,163
3/4/2020,5.41,1.02,1.84,0.065,53.3,25.3,2006.91,-20.01,139
4/4/2020,5.1,1.02,1.64,0.057,53.3,26.5,2007.65,-25.22,126
5/4/2020,5.65,0.95,1.59,-0.007,53.5,26.4,1992.53,-18.51,123
6/4/2020,5.28,0.86,1.25,-0.262,53.4,26.5,1997.13,-22.91,108
7/4/2020,5.55,0.99,1.78,-0.161,53.3,23.2,2011.07,-15.69,103
8/4/2020,5.91,1.07,1.76,-0.052,53.3,22.7,2016.87,-24.37,128
9/4/2020,5.31,0.92,1.97,-0.065,53.4,24.1,1983.23,-19.82,87
10/4/2020,4.99,1.05,1.79,-0.111,53.2,24.8,1996.96,-26.65,134
11/4/2020,5.44,1.24,1.73,-0.061,53,24.3,2002.88,-26.46,95
12/4/2020,5.71,1.16,2.12,-0.107,53,21,1993.85,-22.52,151
13/4/2020,5.88,1.22,1.37,-0.105,53.2,28.2,1994.42,-22.09,77
14/4/2020,5.24,1.09,1.93,-0.191,53.2,24.2,2007.39,-15.6,92
15/4/2020,5.59,1.17,1.26,-0.038,53,25,2018.46,-20.12,76
16/4/2020,5.39,0.98,1.51,-0.188,52.9,27.1,1982.33,-16.12,63
17/4/2020,5.46,0.99,1.4,-0.287,53.1,19.9,2000.94,-21.14,97
18/4/2020,6.01,0.78,1.99,-0.24,53,23.5,2007.28,-18.18,50
19/4/2020,5.18,1.17,1.74,-0.206,52.9,23.7,2010.45,-22.18,56
20/4/2020,5.53,1.21,1.75,-0.081,53.1,23.8,2005.84,-22.38,78
21/4/2020,5.57,1,1.42,-0.192,53.2,24,2020.27,-25.46,79
22/4/2020,5.69,1.03,1.66,-0.215,53.3,27.2,2002.94,-18.99,33
23/4/2020,5.49,0.98,1.52,-0.329,53.2,25.6,2015.78,-19.21,70
24/4/2020,5.52,1.09,1.87,-0.133,53.1,26.1,1996.19,-17.67,59
25/4/2020,5.38,1.17,1.45,-0.284,53.1,24.2,2003.24,-19.36,37
26/4/2020,5.51,0.88,2.15,-0.235,53.1,21.2,1990.53,-13.92,38
27/4/2020,5.38,1.09,1.24,-0.084,53.1,19.8,2011.67,-19.47,11
28/4/2020,5.57,1.03,1.5,-0.188,53.3,20.8,2001.46,-17.02,85
29/4/2020,5.37,1.06,2.25,-0.407,53.1,24.5,2006.24,-20.97,71
30/4/2020,5.52,1.1,1.61,-0.427,53.2,23.8,1999.53,-22.73,24
1/5/2020,5.43,1.03,1.35,-0.262,53.1,23.2,2008.53,-17.85,66
2/5/2020,5.66,1.04,1.81,-0.382,53.2,22.8,2006.64,-20.27,39
3/5/2020,5.42,1.03,1.6,-0.201,53.1,27.5,1992.72,-17.5,69
4/5/2020,5.07,1.15,1.49,-0.266,53.1,21.7,1993.3,-18.94,42
5/5/2020,5.67,1.1,1.41,-0.258,53,25.1,2002.39,-22.38,45
6/5/2020,5.23,1.08,2.57,-0.35,52.8,23.2,2009.27,-16.78,48
7/5/2020,5.28,0.93,1.66,-0.108,52.9,22.9,2021.3,-22.61,43
8/5/2020,5.28,1.02,1.15,-0.002,52.8,25.3,2005.71,-18.12,86
9/5/2020,5.67,1.14,2.18,-0.317,52.9,25.8,2012.75,-16.16,78
10/5/2020,4.97,1.06,1.91,-0.256,52.9,22.3,1986.55,-21.15,65
11/5/2020,6.02,1.12,1.5,-0.284,53.1,24.2,2022.81,-16.53,85
12/5/2020,5.59,1.23,1.45,-0.322,53.1,23.3,2008.74,-18.81,35
13/5/2020,5.42,1.16,1.93,-0.38,53.2,22.4,2002.19,-17.44,46
14/5/2020,5.36,1.06,1.65,-0.407,53.3,22.7,2001.04,-22.51,84
15/5/2020,5.42,1,1.15,-0.413,53.3,20.8,1991.61,-19.36,92
16/5/2020,5.46,0.8,2.26,-0.259,53.1,21.4,1994.47,-24.22,87
17/5/2020,5.48,1.04,1.59,-0.352,53.1,20.8,2021.79,-14.87,47
18/5/2020,5.46,1.02,2.17,-0.558,53,23.6,1992.8,-26.04,67
19/5/2020,5.36,1.09,2.1,-0.255,53.2,21.5,1992.61,-21.06,101
20/5/2020,5.3,1.04,1.42,-0.302,53.4,19,1995.67,-22.8,145
21/5/2020,5.3,1.02,2.03,-0.162,53.6,20,1990.71,-17.98,124
22/5/2020,5.28,0.88,1.52,-0.258,53.6,14.9,2002.85,-14.23,135
23/5/2020,5.54,0.96,1.16,-0.441,53.6,20.2,2013.59,-18.04,115
24/5/2020,5.43,1.1,1.59,-0.514,53.6,21.1,1996.59,-11.12,118
25/5/2020,4.71,1.23,1.83,-0.361,53.7,20.6,1988.97,-24.13,95
26/5/2020,5.43,1.04,1.58,-0.348,53.6,24.7,2005.62,-23.9,138
27/5/2020,5.33,1.09,1.62,-0.188,53.3,21.7,2002.14,-22.68,121
28/5/2020,5.28,1.15,2.06,-0.279,53.2,21.5,2012.73,-19.64,140
29/5/2020,5.2,0.97,1.74,-0.161,53.1,17,1998.16,-23.08,130
30/5/2020,5.49,1.09,1.46,-0.403,53.2,19.4,2000.11,-22.25,138
31/5/2020,5.45,0.98,1.92,-0.169,53.4,19,2001.21,-18.14,133
1/6/2020,5.1,1.14,1.77,-0.189,53.3,18.3,2003.6,-23.72,142
2/6/2020,5.33,1.07,0.95,-0.457,53.4,18.1,1998.79,-23.4,160
3/6/2020,5.04,1.08,1.84,-0.118,53.5,15.9,1997.17,-21.2,117
4/6/2020,4.95,0.98,1.83,-0.235,53.3,16.9,1984.21,-20.91,114
5/6/2020,5.1,1.13,1.71,-0.199,53.3,21,1997.06,-16.97,154
6/6/2020,5.39,1.26,1.97,-0.318,53.2,18.8,2009.87,-22.7,176
7/6/2020,5.4,0.95,1.5,-0.097,53.3,17.9,2011.22,-22.16,182
8/6/2020,5.3,1.02,1.81,-0.336,53.2,18.8,1998.01,-18.25,125
9/6/2020,5.33,1.08,1.24,-0.127,53.2,21,2015.72,-17.6,142
10/6/2020,5.28,1.13,1.83,-0.121,53.1,18.5,2002.43,-15.71,120
11/6/2020,5.05,1,2.29,-0.293,53.2,19.4,1989.34,-18.59,139
12/6/2020,5.25,0.77,1.41,0.011,53.1,16.4,1986.2,-19.61,172
13/6/2020,5.32,1.19,1.48,-0.156,53.1,16.7,2014.91,-18.27,149
14/6/2020,5.3,1.13,1.49,-0.105,53.1,18.5,1999,-20.8,140
15/6/2020,5.38,0.88,1.74,-0.315,53.3,21.4,1990.59,-20.82,158
16/6/2020,5.27,0.99,1.38,0.058,53.2,20.3,1980.14,-25.32,129
17/6/2020,5.19,1.21,1.83,-0.267,53.1,18.5,1998.77,-17.32,175
18/6/2020,5.33,1.2,1.96,-0.033,53.2,17.4,2006.78,-19.37,141
19/6/2020,5.1,1.15,1.86,-0.226,53.2,19.8,1995.76,-17.67,131
20/6/2020,4.92,1.04,1.17,-0.178,53,18.4,1992.2,-28.45,148
21/6/2020,5.06,1.06,2,-0.028,53.3,12,1997.24,-20.14,152
22/6/2020,4.93,1.04,1.98,0.005,53.2,14.4,2015.17,-22.57,163
23/6/2020,4.94,1.17,1.95,-0.215,53.2,17,1988.81,-15.5,123
24/6/2020,5.04,0.97,1.81,0.031,53.2,12.5,1996.32,-18.16,146
25/6/2020,4.9,0.97,1.77,0.037,53.4,14.2,2014.85,-19.3,123
26/6/2020,4.99,1.16,2.01,-0.151,53.2,14.4,2007.69,-21.3,105
27/6/2020,4.66,1.05,2.28,0.113,53.2,15.1,2004.54,-18.81,98
28/6/2020,5.07,1.19,1.41,-0.183,53.4,14.9,1996.26,-22.78,88
29/6/2020,5.02,0.99,2.02,-0.089,53.5,14.7,2003.05,-20.3,91
30/6/2020,4.85,1.05,1.67,0.031,53.3,16.7,1997.37,-21.74,124
1/7/2020,5.14,0.96,1.66,-0.092,53.3,14.4,1994.16,-13.2,112
2/7/2020,5.18,1.06,1.24,0.031,53.3,14,1991.95,-15.59,69
3/7/2020,4.67,0.91,1.61,0.039,53.4,11.9,2010.59,-16.81,55
4/7/2020,4.83,1.01,1.4,0.006,53.4,16.4,2002.15,-24.47,64
5/7/2020,4.82,0.91,1.56,0.118,53.5,12.9,2005.9,-17.41,67
6/7/2020,4.77,1.12,1.37,0.022,53.3,11.9,2004.27,-19.44,73
7/7/2020,5.12,1.13,1.57,0.079,53.2,14.3,2007.17,-16.33,99
8/7/2020,4.91,0.88,1.58,0.18,53.1,12.2,2000.21,-19.03,62
9/7/2020,4.88,1.19,1.73,0.155,53.3,12.5,1997.95,-20.02,103
10/7/2020,4.53,1.31,1.22,0.164,53.3,13.9,1994.61,-19.3,33
11/7/2020,5.05,1.06,1.27,-0.02,53.3,12.5,1988.62,-25.42,57
12/7/2020,4.66,0.99,1.81,0.158,53.3,17.7,1991.55,-22.3,77
13/7/2020,4.91,1.34,1.46,0.027,53.5,12.7,1999.11,-18.88,76
14/7/2020,4.95,0.92,2.02,-0.004,53.4,13.9,1986.74,-16.58,50
15/7/2020,5.16,1.06,1.77,0.126,53.5,8.6,1988.95,-21.65,75
16/7/2020,4.62,1.07,1.88,0.052,53.4,10.6,2013.19,-20.12,70
17/7/2020,4.27,1.19,2.13,0.231,53.6,10,2005.01,-24.8,38
18/7/2020,4.9,1.09,1.61,0.242,53.5,10.1,1998.26,-15.62,57
19/7/2020,5.21,1.01,1.53,-0.021,53.4,12.7,2025.49,-16.66,65
20/7/2020,5.09,0.96,1.97,0.095,53.5,13.8,1986.29,-18.04,38
21/7/2020,4.88,1.02,1.86,0.04,53.5,12.2,2012.53,-18.78,84
22/7/2020,4.73,0.95,1.65,0.147,53.5,10.9,2001.66,-15.34,34
23/7/2020,4.98,1.06,2.12,0.247,53.5,10,2010.63,-22.42,54
24/7/2020,4.62,1,1.64,0.185,53.4,13.3,2003.87,-22.74,27
25/7/2020,4.9,0.91,1.72,0.157,53.6,15,1984.06,-16.82,55
26/7/2020,4.9,1.18,1.71,0.353,53.7,11,2003.74,-17.02,33
27/7/2020,5,1.01,1.43,0,53.8,12.5,2006.14,-23.58,50
28/7/2020,5.33,0.93,1.73,0.36,53.8,11.1,1980.87,-21.59,26
29/7/2020,4.85,1.04,2.13,0.188,53.8,11.8,2022.23,-14.93,76
30/7/2020,4.66,1.06,1.84,0.241,53.8,7.8,2005.9,-18.76,69
31/7/2020,4.75,0.88,1.72,0.202,53.9,9,2009.51,-17.64,87
1/8/2020,4.4,1.09,1.66,0.414,54,10.6,1991.14,-23.48,61
2/8/2020,4.6,0.95,1.81,0.142,54.1,12.1,2009.7,-18.03,94
3/8/2020,4.65,1.23,1.94,0.271,53.9,7.9,2013.69,-24.26,75
4/8/2020,4.62,1.11,1.9,0.326,54.1,5.3,2005.33,-25.94,80
5/8/2020,4.75,1.02,1.61,0.117,54.1,8.3,2002.7,-17.82,123
6/8/2020,4.55,0.98,1.81,0.19,54.1,11.1,1993.86,-15.7,75
7/8/2020,4.93,1.05,1.86,0.27,54.1,5.8,2000.64,-20.76,113
8/8/2020,4.7,1.12,1.41,0.199,54,6.5,1997.68,-21.64,102
9/8/2020,4.69,1.05,1.77,0.209,54.1,9,2008.52,-14.87,85
10/8/2020,4.62,1.03,1.07,0.258,53.9,8.3,1994.31,-20.58,74
11/8/2020,4.71,1.06,1.86,0.36,53.9,9.6,2008.45,-20.2,83
12/8/2020,4.84,1,1.92,0.263,53.9,5.9,1994.42,-14.92,130
13/8/2020,4.49,1.02,1.94,0.406,54,7.5,2000.19,-21.06,146
14/8/2020,4.53,0.85,1.6,0.199,54,10.5,2008.97,-21.96,117
15/8/2020,4.59,1.15,1.81,0.175,54.1,5.6,1995.77,-17.55,122
16/8/2020,4.38,1.09,2.15,0.493,54.1,10.8,2009.32,-22.14,138
17/8/2020,4.48,0.98,2.15,0.234,54.1,5.6,2008.35,-20.43,127
18/8/2020,4.54,1.25,1.72,0.168,54.1,9.3,2000.11,-23.96,151
19/8/2020,4.8,1.07,1.77,0.124,54.1,6.7,2014.44,-19.44,138
20/8/2020,4.68,0.95,2.06,0.405,53.9,5.1,2003.6,-19.8,138
21/8/2020,4.66,1.14,1.28,0.262,53.8,6.3,2013.84,-17.1,124
22/8/2020,4.78,1.1,1.63,0.269,53.9,8.2,2020.76,-17.43,121
23/8/2020,4.58,1.1,2.13,0.276,53.8,7,2000.41,-18.35,79
24/8/2020,4.68,1.01,2.02,0.391,53.8,9.2,2009.27,-18.82,169
25/8/2020,4.58,1.1,1.84,0.269,53.8,9.7,1996.45,-20.22,143
26/8/2020,4.65,1.03,1.28,0.518,53.7,4.4,1992.5,-18.17,139
27/8/2020,4.47,1.11,1.72,0.293,53.7,4.1,2000.87,-23.34,109
28/8/2020,4.09,0.87,1.56,0.382,53.6,3.9,1989.2,-27.05,136
29/8/2020,4.55,1.01,1.84,0.352,53.6,4.7,1993.46,-16.51,134
30/8/2020,4.86,1.23,1.5,0.263,53.7,8.6,2008.75,-17.98,134
31/8/2020,4.75,0.98,1.43,0.203,53.7,7.4,1997.7,-20.38,157
1/9/2020,4.76,1,1.12,0.29,53.6,5.1,2009.94,-16.78,152
2/9/2020,4.81,1.01,2.11,0.303,53.4,6.1,2005.83,-22.19,122
3/9/2020,4.57,0.94,1.62,0.189,53.7,8.9,2021.35,-22.12,122
4/9/2020,4.59,0.84,1.79,0.256,53.6,9.8,2008.08,-22.53,121
5/9/2020,4.43,1.03,1.75,0.357,53.5,6.4,2013.98,-18.3,181
6/9/2020,4.48,1.07,1.43,0.434,53.6,0.5,2006.86,-24.75,173
7/9/2020,4.66,1.05,1.37,0.305,53.6,6.4,2005.96,-22.3,124
8/9/2020,4.78,1.04,1.45,0.399,53.6,7.6,2014.49,-19.13,99
9/9/2020,4.51,1.06,1.53,0.142,53.6,6.1,2009.53,-23.61,139
10/9/2020,4.44,1.16,1.86,0.268,53.6,7,2004.95,-21.98,135
11/9/2020,4.53,1.04,1.52,0.324,53.6,6.2,2004.91,-26.63,137
12/9/2020,4.65,1,2.28,0.092,53.6,3,2008.23,-18.18,142
13/9/2020,4.23,1.03,2.07,0.125,53.6,3.6,1996.14,-22.06,133
14/9/2020,4.06,1.12,2,0.339,53.7,4.7,1995.72,-23.3,98
15/9/2020,4.41,1.2,1.73,0.059,53.7,7.5,2017.11,-23.89,123
16/9/2020,4.27,0.99,2.22,0.013,53.7,3.7,2021.5,-21.25,130
17/9/2020,4.41,1.07,1.7,0.291,53.8,6.2,1993.57,-24.74,95
18/9/2020,4.48,1.09,1.76,0.249,53.9,5.8,1996.17,-14.17,112
19/9/2020,4.42,0.96,1.82,0.163,54.1,8.3,2014.29,-27.15,91
20/9/2020,4.8,1.06,1.98,0.105,53.9,5.1,2008.2,-21.35,138
21/9/2020,4.57,0.91,1.96,0.056,54,1.6,2009.63,-19.68,68
22/9/2020,4.57,0.88,1.63,0.119,54.1,6.4,2011.83,-22.33,113
23/9/2020,4.63,1.09,1.61,0.239,54,9.3,2000.46,-19.36,53
24/9/2020,4.28,1.02,1.97,0.094,54,6.5,2006.17,-22.4,119
25/9/2020,4.71,1.08,1.99,0.277,54.1,3.5,2005.39,-15.41,56
26/9/2020,4.49,1.06,1.66,-0.039,54,2.9,1994.28,-23.36,80
27/9/2020,4.64,0.96,1.3,0.038,54.1,3.1,2006.02,-27.05,40
28/9/2020,4.29,1.05,1.72,-0.007,54.2,9,2015.25,-23.9,42
29/9/2020,4.19,0.93,1.97,-0.089,54,4.3,1999.53,-18.84,84
30/9/2020,4.66,1.2,2.33,-0.006,54,3.7,2004.4,-20.35,84
1/10/2020,4.58,0.92,1.43,0.041,54.1,4.7,2004.94,-17.74,66
2/10/2020,4.32,1.04,1.66,0.041,54,4.4,2000.03,-18.49,74
3/10/2020,4.33,0.95,1.67,0.195,53.9,8.2,2009.65,-21.91,78
4/10/2020,4.73,1.11,2.2,0.015,53.9,3,1996.08,-21.47,41
5/10/2020,4.26,1.02,1.78,0.073,54,7.4,2016.21,-21.16,25
6/10/2020,4.83,1.01,1.53,-0.046,54,5.3,2009.15,-14.35,52
7/10/2020,4.32,1.14,1.97,0.105,53.9,7.5,1993.52,-17.93,40
8/10/2020,4.63,1.06,1.68,0.167,54,8.3,2019.87,-14.32,58
9/10/2020,4.44,1.11,1.44,-0.029,53.9,5.3,2004.57,-17.48,61
10/10/2020,4.63,0.96,1.54,-0.192,53.8,4.5,1995.66,-20.19,36
11/10/2020,4.4,0.92,2.33,-0.157,53.7,5.3,2013.94,-23.06,64
12/10/2020,4.48,1.07,1.92,-0.084,53.8,5,2007.84,-19.4,64
13/10/2020,4.52,1.03,1.84,-0.076,53.9,1.9,1985.17,-20.18,66
14/10/2020,4.31,1.12,1.74,-0.061,53.9,8.4,1997.64,-20.28,45
15/10/2020,4.66,1.05,1.9,-0.094,53.9,5.8,2005.69,-20.63,70
16/10/2020,4.41,1.08,1.9,-0.148,53.8,3.1,1981.3,-26.16,66
17/10/2020,4.47,0.9,1.91,-0.221,53.8,1.3,2003.75,-16.22,71
18/10/2020,4.32,1.25,1.86,-0.126,53.7,0.8,2004.48,-20.15,93
19/10/2020,4.01,1.04,2.08,0.011,53.7,7.1,1991.07,-24.24,69
20/10/2020,4.49,1.13,1.83,-0.081,53.7,4.4,2005.61,-18.55,53
21/10/2020,5.01,0.97,1.53,-0.138,53.5,4.8,2002.98,-22.57,46
22/10/2020,4.69,1.09,1.65,-0.096,53.5,6.7,1990.99,-18.31,93
23/10/2020,4.53,0.93,1.24,-0.244,53.5,4.8,2012.1,-17.36,81
24/10/2020,4.49,1.1,2.44,-0.265,53.5,7,2011.29,-16.94,111
25/10/2020,4.55,1.02,2.09,-0.296,53.5,6.1,2000.01,-20.48,40
26/10/2020,4.66,1.06,1.59,-0.241,53.4,5.8,2000.93,-21.24,103
27/10/2020,4.31,1.13,1.76,-0.277,53.5,2.9,2010.17,-21.88,83
28/10/2020,4.78,0.94,1.65,-0.12,53.4,4.5,2000.91,-22.17,85
29/10/2020,4.7,0.99,2.31,-0.294,53.5,7.4,1983.61,-20.05,81
30/10/2020,4.71,1.1,1.42,-0.333,53.4,5,2007.79,-20.63,118
31/10/2020,4.65,1.27,1.88,-0.064,53.4,8.8,1994.79,-22.48,116
1/11/2020,4.57,1.04,1.82,-0.308,53.5,11.2,1999.02,-23.43,85
2/11/2020,4.71,1.12,2.1,-0.253,53.3,7.9,2017.5,-20.33,115
3/11/2020,4.7,1.05,1.82,-0.227,53.3,9.7,2001.58,-21.3,129
4/11/2020,4.51,1.25,1.33,-0.39,53.5,8.2,2002.94,-23.42,122
5/11/2020,4.47,0.88,1.79,-0.157,53.6,5.8,2008.02,-17.51,145
6/11/2020,4.61,1.07,1.57,-0.22,53.6,7.4,2007.98,-14.68,120
7/11/2020,4.91,0.9,1.89,-0.131,53.6,11.1,1993.74,-17.11,84
8/11/2020,4.36,0.81,2.3,-0.358,53.8,6.1,2002.33,-22.16,136
9/11/2020,4.32,1.09,1.35,-0.283,54,5.2,2003.29,-20.15,139
10/11/2020,4.65,1.07,1.63,-0.291,53.9,5.1,2005.65,-15.38,144
11/11/2020,4.63,1.03,1.71,-0.27,53.8,7.1,2005.83,-23.52,162
12/11/2020,4.66,1.05,1.76,-0.443,53.9,5.6,2028.81,-17.65,103
13/11/2020,4.68,1.37,2.1,-0.288,53.8,11.1,1991.18,-24.34,139
14/11/2020,4.59,1.03,1.83,-0.442,53.9,8.3,2012.74,-14.95,127
15/11/2020,4.94,1.11,2.01,-0.264,54,9.9,2014.77,-21.29,123
16/11/2020,4.33,0.99,1.7,-0.513,54,7.5,2007.87,-13.31,147
17/11/2020,4.49,1.09,1.96,-0.485,54,6,1996.44,-14.82,163
18/11/2020,4.64,1.04,2.12,-0.217,53.9,5.8,2019.59,-20.32,156
19/11/2020,4.34,1.02,1.67,-0.353,54.1,6.7,1981.02,-22.16,136
20/11/2020,4.64,1.24,2.13,-0.395,54.1,9.3,1996.11,-19.42,147
